artist.id	artist.fc	movement.era.id	movement.era.name	movement.id	movement.name
1808	Peter Rose Pulham	8	20th century 1900-1945	320	Surrealism
1809	Iwan Puni (Jean Pougny)	8	20th century 1900-1945	318	Supremetism
2600	Marc Quinn	415	20th century post-1945	11857	Young British Artists (YBA)
1811	Arthur Rackham	350	19th century	16670	Art Nouveau
2287	Fiona Rae	415	20th century post-1945	11857	Young British Artists (YBA)
1813	Arnulf Rainer	415	20th century post-1945	1680	Body Art
1813	Arnulf Rainer	415	20th century post-1945	436	Performance Art
1813	Arnulf Rainer	415	20th century post-1945	1684	Actionism
1814	William Ratcliffe	8	20th century 1900-1945	297	Camden Town Group
1815	Robert Rauschenberg	415	20th century post-1945	437	Pop Art
1815	Robert Rauschenberg	415	20th century post-1945	439	Post Painterly Abstraction
1817	Eric Ravilious	8	20th century 1900-1945	10525	British War Art
2751	Charles Ray	415	20th century post-1945	1680	Body Art
441	Richard Redgrave	350	19th century	8064	Victorian/Genre
2243	Odilon Redon	350	19th century	16651	Fin de Siècle
2243	Odilon Redon	350	19th century	16649	Symbolism
2243	Odilon Redon	350	19th century	16650	Decadence
442	John Robertson Reid	350	19th century	8064	Victorian/Genre
2604	Philip Reinagle	290	18th century	340	Conversation Piece
443	Ramsay Richard Reinagle	290	18th century	345	Picturesque
1825	Victor Reinganum	8	20th century 1900-1945	1688	British Surrealism
1826	Ad Reinhardt	415	20th century post-1945	430	Minimalism
1826	Ad Reinhardt	415	20th century post-1945	439	Post Painterly Abstraction
1828	Auguste Renoir	350	19th century	357	Impressionism
444	Sir Joshua Reynolds	290	18th century	6210	Grand Manner
444	Sir Joshua Reynolds	290	18th century	341	Fancy Picture
1835	Albert Richards	8	20th century 1900-1945	10525	British War Art
1836	Ceri Richards	8	20th century 1900-1945	1688	British Surrealism
1836	Ceri Richards	8	20th century 1900-1945	313	Objective Abstraction
447	George Richmond	350	19th century	368	Shoreham / The Ancients
1843	Charles Ricketts	350	19th century	16670	Art Nouveau
1843	Charles Ricketts	350	19th century	16649	Symbolism
1843	Charles Ricketts	350	19th century	16651	Fin de Siècle
1843	Charles Ricketts	350	19th century	16650	Decadence
1843	Charles Ricketts	8	20th century 1900-1945	10525	British War Art
1845	Bridget Riley	415	20th century post-1945	435	Optical Art
450	John Riley	289	16th and 17th century	413	Later Stuart
450	John Riley	289	16th and 17th century	400	Court
1846	Klaus Rinke	415	20th century post-1945	1680	Body Art
1847	Jean-Paul Riopelle	415	20th century post-1945	8454	Art Informel
1849	Diego Rivera	8	20th century 1900-1945	299	Cubism
1852	Larry Rivers	415	20th century post-1945	437	Pop Art
453	Briton Riviere	350	19th century	8064	Victorian/Genre
1855	William Roberts	8	20th century 1900-1945	322	Vorticism
1855	William Roberts	8	20th century 1900-1945	9312	London Group
1855	William Roberts	8	20th century 1900-1945	309	Group X
457	George Romney	290	18th century	341	Fancy Picture
1866	James Rosenquist	415	20th century post-1945	437	Pop Art
1867	Leonard Rosoman	8	20th century 1900-1945	10525	British War Art
461	Dante Gabriel Rossetti	350	19th century	16650	Decadence
461	Dante Gabriel Rossetti	350	19th century	16649	Symbolism
461	Dante Gabriel Rossetti	350	19th century	363	Pre-Raphaelite
1873	Michael Rothenstein	415	20th century post-1945	1683	British Pop
1874	Sir William Rothenstein	8	20th century 1900-1945	10525	British War Art
1875	Mark Rothko	415	20th century post-1945	416	Abstract Expressionism
1877	Henri Rousseau (`Le Douanier')	8	20th century 1900-1945	1690	Naive
462	Théodore Roussel	350	19th century	359	New English Art Club
462	Théodore Roussel	350	19th century	351	Aesthetic Movement
1880	Pierre Roy	8	20th century 1900-1945	320	Surrealism
2654	Sir Peter Paul Rubens	289	16th and 17th century	398	Baroque
2654	Sir Peter Paul Rubens	289	16th and 17th century	412	Early Stuart
1881	Matt Rugg	415	20th century post-1945	419	British Constructivism
2244	Ralph Rumney	415	20th century post-1945	16648	Situationist International
2244	Ralph Rumney	415	20th century post-1945	443	Tachisme
464	Alexander Runciman	290	18th century	344	Neo-Classicism
466	John Russell	290	18th century	341	Fancy Picture
1888	Robert Ryman	415	20th century post-1945	430	Minimalism
1890	Niki de Saint Phalle	415	20th century post-1945	434	Nouveau Réalisme
1892	David Salle	415	20th century post-1945	431	Neo-Expressionism
1896	Ethel Sands	8	20th century 1900-1945	297	Camden Town Group
473	Frederick Sandys	350	19th century	363	Pre-Raphaelite
475	John Singer Sargent	350	19th century	6196	British Impressionism
1899	Helen Saunders	8	20th century 1900-1945	322	Vorticism
1904	Karl Schmidt-Rottluff	8	20th century 1900-1945	308	German Expressionism
1904	Karl Schmidt-Rottluff	8	20th century 1900-1945	305	Expressionism
1904	Karl Schmidt-Rottluff	8	20th century 1900-1945	296	Brücke
1905	Julian Schnabel	415	20th century post-1945	431	Neo-Expressionism
1907	Jan Schoonhoven	415	20th century post-1945	430	Minimalism
1909	Emile Schuffenecker	350	19th century	4229	Post-Impressionism
4823	Rudolf Schwarzkogler	415	20th century post-1945	436	Performance Art
4823	Rudolf Schwarzkogler	415	20th century post-1945	1680	Body Art
4823	Rudolf Schwarzkogler	415	20th century post-1945	1684	Actionism
1912	Kurt Schwitters	8	20th century 1900-1945	298	Constructivism
1912	Kurt Schwitters	8	20th century 1900-1945	300	Dada
1912	Kurt Schwitters	8	20th century 1900-1945	6949	Merz
1912	Kurt Schwitters	8	20th century 1900-1945	308	German Expressionism
1915	Tim Scott	415	20th century post-1945	433	New Generation Sculpture
1916	William Scott	415	20th century post-1945	419	British Constructivism
1916	William Scott	415	20th century post-1945	443	Tachisme
1916	William Scott	415	20th century post-1945	441	St Ives School
481	William Bell Scott	350	19th century	363	Pre-Raphaelite
483	Thomas Seddon	350	19th century	363	Pre-Raphaelite
483	Thomas Seddon	350	19th century	5866	Orientalist
1919	Peter Sedgley	415	20th century post-1945	435	Optical Art
484	Sir William Segar	289	16th and 17th century	414	Tudor
484	Sir William Segar	289	16th and 17th century	412	Early Stuart
1922	Colin Self	415	20th century post-1945	437	Pop Art
1923	Richard Serra	415	20th century post-1945	430	Minimalism
1926	Georges Seurat	350	19th century	358	Neo-Impressionism
1926	Georges Seurat	350	19th century	4229	Post-Impressionism
1927	Gino Severini	8	20th century 1900-1945	307	Futurism
1931	Charles Shannon	8	20th century 1900-1945	10525	British War Art
1933	Harold Shapinsky	415	20th century post-1945	416	Abstract Expressionism
1782	Claude Shepperson	8	20th century 1900-1945	10525	British War Art
1938	Cindy Sherman	415	20th century post-1945	436	Performance Art
1938	Cindy Sherman	415	20th century post-1945	12081	Feminist Art
10208	David Shrigley	415	20th century post-1945	16666	Abject art
493	Jan Siberechts	289	16th and 17th century	406	Netherlands-trained, working in Britain
493	Jan Siberechts	289	16th and 17th century	413	Later Stuart
1940	Bernard Sickert	350	19th century	359	New English Art Club
1941	Walter Richard Sickert	350	19th century	359	New English Art Club
1941	Walter Richard Sickert	8	20th century 1900-1945	297	Camden Town Group
1941	Walter Richard Sickert	350	19th century	6196	British Impressionism
1941	Walter Richard Sickert	8	20th century 1900-1945	9312	London Group
494	Elizabeth Eleanor Siddal	350	19th century	363	Pre-Raphaelite
1947	Mario Sironi	8	20th century 1900-1945	307	Futurism
1948	Alfred Sisley	350	19th century	357	Impressionism
1949	John Skeaping	8	20th century 1900-1945	303	Direct Carving
498	Stephen Slaughter	290	18th century	340	Conversation Piece
10029	Bob and Roberta Smith	415	20th century post-1945	16666	Abject art
1956	Jack Smith	415	20th century post-1945	427	Kitchen Sink Art
2280	Kiki Smith	415	20th century post-1945	16666	Abject art
1959	Richard Smith	415	20th century post-1945	437	Pop Art
1959	Richard Smith	415	20th century post-1945	439	Post Painterly Abstraction
1959	Richard Smith	415	20th century post-1945	442	Situation
1959	Richard Smith	415	20th century post-1945	1683	British Pop
1958	Sir Matthew Smith	8	20th century 1900-1945	306	Fauvism
4541	Robert Smithson	415	20th century post-1945	429	Land Art
510	Lionel Percy Smythe	350	19th century	8064	Victorian/Genre
511	Gilbert Soest	289	16th and 17th century	406	Netherlands-trained, working in Britain
511	Gilbert Soest	289	16th and 17th century	400	Court
511	Gilbert Soest	289	16th and 17th century	411	Restoration
511	Gilbert Soest	289	16th and 17th century	413	Later Stuart
511	Gilbert Soest	289	16th and 17th century	399	Civil War and Commonwealth
511	Gilbert Soest	289	16th and 17th century	398	Baroque
512	Abraham Solomon	350	19th century	8064	Victorian/Genre
513	Simeon Solomon	350	19th century	363	Pre-Raphaelite
1964	Alan Sorrell	8	20th century 1900-1945	10525	British War Art
1966	Jesus Rafael Soto	415	20th century post-1945	435	Optical Art
1966	Jesus Rafael Soto	415	20th century post-1945	12072	Kinetic Art
515	John Souch	289	16th and 17th century	409	Regional
515	John Souch	289	16th and 17th century	412	Early Stuart
1968	Pierre Soulages	415	20th century post-1945	443	Tachisme
1968	Pierre Soulages	415	20th century post-1945	8454	Art Informel
2399	Nancy Spero	415	20th century post-1945	12081	Feminist Art
1979	Daniel Spoerri	415	20th century post-1945	434	Nouveau Réalisme
519	John Roddam Spencer Stanhope	350	19th century	8064	Victorian/Genre
519	John Roddam Spencer Stanhope	350	19th century	363	Pre-Raphaelite
521	James Stark	350	19th century	362	Norwich School
523	Sydney Starr	350	19th century	6196	British Impressionism
523	Sydney Starr	350	19th century	351	Aesthetic Movement
1990	Philip Wilson Steer	350	19th century	6196	British Impressionism
1990	Philip Wilson Steer	350	19th century	359	New English Art Club
1994	Frank Stella	415	20th century post-1945	430	Minimalism
1994	Frank Stella	415	20th century post-1945	439	Post Painterly Abstraction
524	Frederic George Stephens	350	19th century	363	Pre-Raphaelite
524	Frederic George Stephens	350	19th century	8064	Victorian/Genre
1996	John Cecil Stephenson	8	20th century 1900-1945	298	Constructivism
2001	Clyfford Still	415	20th century post-1945	416	Abstract Expressionism
530	George Adolphus Storey	350	19th century	366	St John's Wood Clique
532	Edward Stott	350	19th century	365	Rural Naturalism
533	William Stott of Oldham	350	19th century	365	Rural Naturalism
536	John Melhuish Strudwick	350	19th century	363	Pre-Raphaelite
2007	N.H. Stubbing (Tony Stubbing)	415	20th century post-1945	443	Tachisme
2010	Edmund J. Sullivan	8	20th century 1900-1945	10525	British War Art
2716	Luke Sullivan	290	18th century	343	Modern Moral Subject
10068	Larry Sultan	415	20th century post-1945	421	Conceptual Art
2534	Thomas Sunderland	290	18th century	345	Picturesque
2534	Thomas Sunderland	290	18th century	344	Neo-Classicism
2575	Elizabeth Leveson-Gower, Duchess-Countess of Sutherland	350	19th century	364	Romanticism
2014	Graham Sutherland OM	8	20th century 1900-1945	312	Neo-Romanticism
2014	Graham Sutherland OM	8	20th century 1900-1945	10525	British War Art
2023	Yves Tanguy	8	20th century 1900-1945	320	Surrealism
2024	Dorothea Tanning	8	20th century 1900-1945	320	Surrealism
2025	Antoni Tapies	415	20th century post-1945	8454	Art Informel
2663	Boris Taslitzky	8	20th century 1900-1945	12699	Socialist Realism
2460	William Taverner	290	18th century	345	Picturesque
2595	Sam Taylor-Johnson OBE	415	20th century post-1945	11857	Young British Artists (YBA)
2347	Marcus Taylor	415	20th century post-1945	430	Minimalism
2029	Pavel Tchelitchew	8	20th century 1900-1945	312	Neo-Romanticism
2032	Wayne Thiebaud	415	20th century post-1945	437	Pop Art
544	John Thirtle	350	19th century	362	Norwich School
2037	George Thomson	350	19th century	6196	British Impressionism
2037	George Thomson	350	19th century	359	New English Art Club
550	Sir James Thornhill	289	16th and 17th century	398	Baroque
550	Sir James Thornhill	290	18th century	344	Neo-Classicism
551	Sir Hamo Thornycroft	350	19th century	361	New Sculpture
2041	Geoffrey Tibble	8	20th century 1900-1945	304	Euston Road School
552	Peter Tillemans	289	16th and 17th century	406	Netherlands-trained, working in Britain
2043	Joe Tilson	415	20th century post-1945	1683	British Pop
2046	Jean Tinguely	415	20th century post-1945	17573	Auto-Destructive art
2046	Jean Tinguely	415	20th century post-1945	434	Nouveau Réalisme
2046	Jean Tinguely	415	20th century post-1945	12072	Kinetic Art
2048	James Tissot	350	19th century	8064	Victorian/Genre
2049	Mark Tobey	415	20th century post-1945	416	Abstract Expressionism
2051	Albert Toft	350	19th century	361	New Sculpture
9546	Rubén Ortiz Torres	415	20th century post-1945	12072	Kinetic Art
2058	Henri de Toulouse-Lautrec	350	19th century	16651	Fin de Siècle
2064	David Tremlett	415	20th century post-1945	422	Environmental Art
2065	Julian Trevelyan	8	20th century 1900-1945	1688	British Surrealism
2073	William Tucker	415	20th century post-1945	433	New Generation Sculpture
555	Henry Scott Tuke	350	19th century	360	Newlyn School
555	Henry Scott Tuke	350	19th century	8064	Victorian/Genre
2075	William Turnbull	415	20th century post-1945	424	Geometry of Fear
2075	William Turnbull	415	20th century post-1945	425	Independent Group
558	Joseph Mallord William Turner	290	18th century	349	Sublime
558	Joseph Mallord William Turner	290	18th century	345	Picturesque
558	Joseph Mallord William Turner	350	19th century	364	Romanticism
2083	Gunther Uecker	415	20th century post-1945	435	Optical Art
2092	Félix Vallotton	8	20th century 1900-1945	12691	Intimism
2093	Jiri Valoch	415	20th century post-1945	421	Conceptual Art
562	Joseph Van Aken	290	18th century	340	Conversation Piece
565	Sir Anthony Van Dyck	289	16th and 17th century	400	Court
565	Sir Anthony Van Dyck	289	16th and 17th century	398	Baroque
565	Sir Anthony Van Dyck	289	16th and 17th century	406	Netherlands-trained, working in Britain
565	Sir Anthony Van Dyck	289	16th and 17th century	412	Early Stuart
567	Paul Van Somer	289	16th and 17th century	400	Court
567	Paul Van Somer	289	16th and 17th century	406	Netherlands-trained, working in Britain
567	Paul Van Somer	289	16th and 17th century	412	Early Stuart
2094	Georges Vantongerloo	8	20th century 1900-1945	1686	De Stijl
2094	Georges Vantongerloo	8	20th century 1900-1945	16667	Abstraction-Création
2094	Georges Vantongerloo	8	20th century 1900-1945	6277	Neo-Plasticism
2094	Georges Vantongerloo	8	20th century 1900-1945	298	Constructivism
569	John Varley	290	18th century	345	Picturesque
569	John Varley	350	19th century	364	Romanticism
2095	Victor Vasarely	415	20th century post-1945	435	Optical Art
2096	Keith Vaughan	8	20th century 1900-1945	312	Neo-Romanticism
2096	Keith Vaughan	8	20th century 1900-1945	9312	London Group
2257	Emilio Vedova	415	20th century post-1945	4246	Spazialismo
2613	Harman Verelst	289	16th and 17th century	413	Later Stuart
570	Antonio Verrio	289	16th and 17th century	398	Baroque
570	Antonio Verrio	289	16th and 17th century	403	Italian-trained, working in Britain
2103	Paule Vézelay	8	20th century 1900-1945	16667	Abstraction-Création
2103	Paule Vézelay	8	20th century 1900-1945	320	Surrealism
2103	Paule Vézelay	8	20th century 1900-1945	298	Constructivism
2748	Jacques Mahé de la Villeglé	415	20th century post-1945	434	Nouveau Réalisme
2111	Friedrich Vordemberge-Gildewart	8	20th century 1900-1945	1686	De Stijl
2112	Edouard Vuillard	8	20th century 1900-1945	12691	Intimism
2113	Edward Wadsworth	8	20th century 1900-1945	321	Unit One
2113	Edward Wadsworth	8	20th century 1900-1945	322	Vorticism
2113	Edward Wadsworth	8	20th century 1900-1945	1688	British Surrealism
2113	Edward Wadsworth	8	20th century 1900-1945	16667	Abstraction-Création
2115	Dame Ethel Walker	350	19th century	359	New English Art Club
575	Frederick Walker	350	19th century	8064	Victorian/Genre
575	Frederick Walker	350	19th century	366	St John's Wood Clique
2378	Mark Wallinger	415	20th century post-1945	11857	Young British Artists (YBA)
577	Alfred Wallis	415	20th century post-1945	441	St Ives School
577	Alfred Wallis	8	20th century 1900-1945	1690	Naive
578	Henry Wallis	350	19th century	363	Pre-Raphaelite
578	Henry Wallis	350	19th century	364	Romanticism
2119	Edward Arthur Walton	350	19th century	356	Glasgow School
579	Henry Walton	290	18th century	341	Fancy Picture
2121	Andy Warhol	415	20th century post-1945	437	Pop Art
583	John William Waterhouse	350	19th century	363	Pre-Raphaelite
584	Sir Ernest Albert Waterlow	350	19th century	8064	Victorian/Genre
586	George Frederic Watts	350	19th century	351	Aesthetic Movement
586	George Frederic Watts	350	19th century	16649	Symbolism
2648	Gillian Wearing OBE	415	20th century post-1945	11857	Young British Artists (YBA)
590	Thomas Webster	350	19th century	8064	Victorian/Genre
7743	Lawrence Weiner	415	20th century post-1945	421	Conceptual Art
2206	Denton Welch	8	20th century 1900-1945	312	Neo-Romanticism
592	Henry Tanworth Wells	350	19th century	8064	Victorian/Genre
593	Joanna Mary Wells	350	19th century	363	Pre-Raphaelite
2130	John Wells	415	20th century post-1945	441	St Ives School
2130	John Wells	8	20th century 1900-1945	298	Constructivism
2132	Richard Wentworth	415	20th century post-1945	1682	New British Sculpture
2133	Karl Weschke	415	20th century post-1945	441	St Ives School
2134	Tom Wesselmann	415	20th century post-1945	437	Pop Art
594	Benjamin West	290	18th century	6210	Grand Manner
594	Benjamin West	290	18th century	344	Neo-Classicism
598	James Abbott McNeill Whistler	350	19th century	351	Aesthetic Movement
598	James Abbott McNeill Whistler	350	19th century	6196	British Impressionism
2319	Rachel Whiteread	415	20th century post-1945	11857	Young British Artists (YBA)
2145	Gerald Wilde	8	20th century 1900-1945	312	Neo-Romanticism
2146	Alison Wilding	415	20th century post-1945	1682	New British Sculpture
11355	Hannah Wilke	415	20th century post-1945	12081	Feminist Art
12144	Cathy Wilkes	415	20th century post-1945	16666	Abject art
600	Sir David Wilkie	350	19th century	5866	Orientalist
600	Sir David Wilkie	350	19th century	8064	Victorian/Genre
605	William Williams	290	18th century	349	Sublime
606	Richard Wilson	290	18th century	342	Grand Tour
606	Richard Wilson	290	18th century	349	Sublime
606	Richard Wilson	290	18th century	6210	Grand Manner
606	Richard Wilson	290	18th century	345	Picturesque
607	William Lindsay Windus	350	19th century	363	Pre-Raphaelite
2153	James Wines	8	20th century 1900-1945	298	Constructivism
2156	Gillian Wise	415	20th century post-1945	419	British Constructivism
9087	Willem Wissing	289	16th and 17th century	413	Later Stuart
3088	Christian Wolff	415	20th century post-1945	421	Conceptual Art
2163	Alfred Wolmark	350	19th century	4229	Post-Impressionism
2164	Wols (Alfred Otto Wolfgang Schulze)	415	20th century post-1945	8454	Art Informel
2164	Wols (Alfred Otto Wolfgang Schulze)	415	20th century post-1945	443	Tachisme
609	Samuel Woodforde	290	18th century	340	Conversation Piece
2170	Bill Woodrow	415	20th century post-1945	1682	New British Sculpture
2232	Thomas Woolner	350	19th century	363	Pre-Raphaelite
614	John Michael Wright	289	16th and 17th century	411	Restoration
614	John Michael Wright	289	16th and 17th century	413	Later Stuart
615	Joseph Wright of Derby	350	19th century	364	Romanticism
615	Joseph Wright of Derby	290	18th century	349	Sublime
616	Henry Wyatt	350	19th century	8064	Victorian/Genre
2176	Bryan Wynter	415	20th century post-1945	441	St Ives School
619	William Frederick Yeames	350	19th century	366	St John's Wood Clique
2178	Jack Butler Yeats	8	20th century 1900-1945	305	Expressionism
1326	John Young-Hunter	350	19th century	351	Aesthetic Movement
2184	Ossip Zadkine	8	20th century 1900-1945	299	Cubism
2184	Ossip Zadkine	8	20th century 1900-1945	303	Direct Carving
620	Johan Zoffany	290	18th century	6210	Grand Manner
620	Johan Zoffany	290	18th century	340	Conversation Piece
12542	Gilberto Zorio	415	20th century post-1945	418	Arte Povera
2186	Larry Zox	415	20th century post-1945	439	Post Painterly Abstraction
621	Francesco Zuccarelli	290	18th century	346	Rococo
