artwork.id,artwork.title,afinn_111_score,afinn_111_comparative
27857,Two Men Repairing Crab Pots on the Shore near a Cottage,0,0
27817,Wrexham Church from the East,0,0
27902,A Screen of Trees,0,0
27835,Winchester from the South with the Cathedral and College,0,0
27824,Winchester: West Gate,0,0
27862,View in Freshwater Bay,0,0
59915,Town on Hill-Side,0,0
59974,Mountains. ?Fraunth [Turner],0,0
59950,Three Scenes,0,0
59909,Clouds,0,0
59931,Bridge and Town; Also Mountains,0,0
59901,Oppn. [Turner] (?Oppenheim),0,0
59936,View of Town,0,0
59903,Opp... [Turner] (?Oppenheim),0,0
59987,Distant Town,0,0
59988,"View on River, with Bridge and Castle on Rock",0,0
59952,Views,0,0
59961,"Castle on Rock, Etc.",0,0
59966,"Castle on Rock, Etc.",0,0
59902,Town beside River,0,0
59934,Castles on Rock,0,0
59912,"Bridge, with Town",0,0
59910,"Houses, Etc.",0,0
59946,Castle on Rock,0,0
59982,"Mountains, Etc.",0,0
59962,"Castle on Rock, Etc.",0,0
59922,Groups of Figures,0,0
59948,Castle on Rock. Backberg - Bomberg [Turner],0,0
59900,Elfelt [Turner],0,0
59949,View of Town,0,0
59979,"Castle on Rock, Etc.",0,0
59965,"Castle on Rock, Etc.",0,0
59941,"Sunset, Etc.",0,0
59938,Buildings,0,0
59897,Mountains,0,0
59933,Views of Town,0,0
59904,Castle on Rock,0,0
59940,River Scenes,0,0
59963,"Castle on Rock, Etc.",0,0
59991,Backbone and Pass of ?Kinsa [Turner],0,0
59968,"Castle on Rock, Etc.",0,0
59905,Views of Arnheim [Turner],0,0
59907,Views on ?Rhine,0,0
59972,"Castle on Rock, Etc.",0,0
59964,"Castle on Rock, Etc.",0,0
59960,"Castle on Rock, Etc.",0,0
59937,Buildings,0,0
59953,Views on River,0,0
59954,Views on River. Lintz [Turner] (on Rhine),0,0
59906,Views of Arnheim [Turner],0,0
59896,Mountains. Salt [Turner] (?Galt),0,0
59929,"Churches, Etc.",0,0
59919,"Boats, Church, Etc.",0,0
59978,"Castle on Rock, Etc.",0,0
59957,"Views on River. Rheineck, Sinzig, and Mouth of the Ahr [Turner]",0,0
59984,"Mountains, Etc.",0,0
59942,Castle on Rock,0,0
59958,Views on River,0,0
59971,"Castle on Rock, Etc.",0,0
59932,Mountains,0,0
59944,Castle on Rock,0,0
59923,"Shipping, Etc.",0,0
59925,Boats at Margate,0,0
59930,Church and Views on River. ?Heilbronn [Turner],0,0
59969,"Castle on Rock, Etc.",0,0
59990,"Castle on Rock, Etc.",0,0
59986,"Mountains, Etc.",0,0
59947,Castle on Rock,0,0
59951,Four Scenes,0,0
59939,Buildings on Rock,0,0
59918,"View of Church, Etc.",0,0
59927,Church and Other Sketches,0,0
59914,"View of Town, with Bridge",0,0
59959,Castle on Rock,0,0
59955,Views on River. Lintz (on Rhine),0,0
59908,"Castle, Etc.",0,0
59983,"Mountains, Etc. Braunback [Turner]",0,0
59898,Castle on Rock,0,0
59935,Castles on Rock,0,0
59913,"Bridge, with Town",0,0
59920,Groups of Figures,0,0
59975,Castle on Rock,0,0
59911,Sketches,0,0
59926,On Coast,0,0
59970,"Castle on Rock, Etc.",0,0
59976,Castle on Rock,0,0
59980,Castle on Rock,0,0
59956,Views on River. (?Hammerstein),0,0
59977,Views on River. Worms [Turner],0,0
59899,Johannesburg [Turner],0,0
59924,Sketches at Sea and on the Coast at Margate,0,0
59989,Views,0,0
59928,Fishermen on Coast. ?Cutting Up Fish for Market [Turner],-1,-0.1111111111111111
59945,Castle on Rock,0,0
59921,Groups of Figures,0,0
59967,"Castle on Rock, Etc.",0,0
59973,Mountains,0,0
59985,"Mountains, Etc.",0,0
29623,Cassiobury: The Interior of the Great Cloister,3,0.42857142857142855
29639,Distant View of Fonthill,0,0
29680,The Hull of a Fishing Vessel,0,0
29609,Schaffhausen: The Fall from the Left (South) Bank,0,0
29630,"Cassiobury; The House Seen across the Park, from the South West, with River and Bridge",0,0
29672,Plan of the Deck of a Fishing Vessel,0,0
29622,Cassiobury: The Kitchen Seen from the North,0,0
29644,A House among Trees,0,0
29685,The Bows of a Fishing Vessel,0,0
29615,View of Eton College from the Slough Road,0,0
29606,"View of the Rhine at Schaffhausen, below the Falls, from the Right Bank",0,0
29631,"Fonthill Abbey, Seen between Trees; Horse and Crt on Left",0,0
29637,Cassiobury: The Interior of the Great Cloister,3,0.42857142857142855
29621,Cassiobury; North West View of the House,0,0
29682,Studies of the Sterns of Fishing Vessels,0,0
29653,"View of Salisbury, with the Cathedral, from Harnham Hill",0,0
29632,Schaffhausen: Looking Down on the Fall from the Woods on the Left (South) Bank,0,0
29614,Composition of the Deluge,0,0
29684,The Bows of a Fishing Vessel,0,0
29640,"Christ Church, Oxford from the River",0,0
29676,"Study of a Fishing Vessel, Showing the Hull and Lower Parts of Mast and Rigging, with Figures",0,0
29667,Landscape with a Distant Windmill and Low Sun,0,0
29648,A Group of Turkeys,0,0
29628,Fonthill: A Fallen Tree beside a Lake,-2,-0.2857142857142857
29620,"Cassiobury: The House Seen across the Park, from the South; Deer, Cattle and Figures in the Foreground",0,0
29624,Cassiobury: The House Seen from the East,0,0
29634,"View of Basle, from the Rhine",0,0
29607,"View of Lauffenburg, with the Bridge over the Rhine, from the Bed of the River",0,0
29646,Three Flights of Geese,0,0
29605,View of Fonthill Splendens from the West,0,0
29633,Schaffhausen: The Rim of the Fall Seen from the Right Bank of the Rhine,0,0
29652,"View of Salisbury, with the Cathedral, from Harnham Hill",0,0
29645,?Magdalen Tower and Other Oxford Buildings and Trees from the Bank of the Cherwell near to the Iffley Road,0,0
29627,"A Wooden Shelter in the Grounds of Fonthill, with a Flock of Sheep and Shepherd; The Unfinished Tower of the Abbey Seen on the Horizon",0,0
29643,"Canterbury Gate, Christ Church, Oxford",0,0
29625,Cassiobury: View of the Kitchen,0,0
29617,View of Oxford from Headington Hill,0,0
29611,"Schaffhausen: The Fall Seen from Below, the South Shore",0,0
29642,"Durham, with the Castle and Cathedral Seen from above Framwellgate Bridge",0,0
29677,"Study of a Fishing Vessel, Showing the Hull and Lower Parts of Mast and Rigging, with Figures",0,0
29641,"Buildings Seen beyond Water, with Storm Clouds Above",0,0
29647,Study of Three Hen Turkeys,0,0
29610,"Schaffhausen: Looking across the Fall from Above, on the Right Bank",0,0
29679,"A Fishing Vessel, Showing the Detail of the Upper Mast",0,0
29678,"A Fishing Vessel, Showing the Detail of the Upper Mast",0,0
29616,A View of Eton from the Slough Road,0,0
29635,General View of Lauffenburg,0,0
29619,Cassiobury: The House Seen in the Distance from the South West,0,0
29683,Studies of the Sterns of Fishing Vessels,0,0
29612,Study of Clouds,0,0
29604,A Village Seen beyond Trees; A River in the Foreground,0,0
29613,Composition of the Deluge,0,0
29608,"View of Lauffenburg with the Bridge, from the Bed of the Rhine",0,0
29649,Four Sketches of a Swan,0,0
29603,View across a Valley towards Distant Hills; A Road in the Foreground and a Village in the Middle Distance,0,0
29636,Lauffenburg: The Bridge over the Rhine,0,0
29629,Chalfont House from the South-West,0,0
29638,"Cassiobury: The House Seen in the Distance from the West, across the Park",0,0
29618,Cassiobury: The East Front Seen from the North East,0,0
29681,The Hull of a Fishing Vessel,0,0
29626,"Distant View of Fonthill Abbey from the East, with the Lake in the Foreground and a Team of Oxen",0,0
35990,"?Maudlin, near Lostwithiel",0,0
36009,"Figures in an Interior, Perhaps Mending a Boat",0,0
35989,A West Country Town by a River,0,0
36067,A West Country Water Wheel,0,0
36016,Berry Pomeroy Castle,0,0
36051,Barnstaple,0,0
36049,The River Parrett at Bridgwater,0,0
36039,"Inscription by Turner: Draft of Poetry; with a Sketch of a Hilly, Wooded Landscape",0,0
36059,Minehead and Dunster Castle from Blue Anchor Bay,0,0
36055,A Hilly West Country Landscape with Buildings,0,0
36042,"The Ivy Bridge, on the River Erme at Ivybridge",0,0
36060,Bridgwater Bay and the Coast Beyond from Blue Anchor Bay,0,0
36026,Berry Pomeroy Castle,0,0
36070,"Dunster Castle and Minehead; A Coastal View, Possibly at Watchet",0,0
35988,A West Country Town on a River or Harbour with ?Fortifications,0,0
35991,"St Blazey; Buildings in a Valley, Possibly at or near St Blazey",0,0
35999,Figures on a West Country Beach below Cliffs,0,0
36063,Lynmouth and Lynton,0,0
36040,"A West Country Scene with Figures, Buildings and Trees",0,0
36000,The Coast towards Minehead and Dunster from near Watchet,0,0
36025,Berry Pomeroy Castle and Water Mill,0,0
36024,Berry Pomeroy Castle,0,0
36086,Dunster from Minehead,0,0
36033,A Lime Kiln at Combe Martin,0,0
36015,Berry Pomeroy Castle,0,0
36069,Glastonbury: The Abbey and Town from Wearyall Hill,0,0
36064,"Buildings and Wooded Hills, Possibly near a West Country Coast",0,0
36074,"Watchet, with the Coast towards Minehead",0,0
35994,?St Austell; Dodman Point,0,0
36046,"Hilly Views, Perhaps on a West Country Coast or near Glastonbury",0,0
36001,West and East Looe,0,0
36018,Figures in an Interior,0,0
36029,The Water Mill at Berry Pomeroy,0,0
36012,Totnes Church and Castle from the Bridge over the River Dart,0,0
36023,Berry Pomeroy Castle,0,0
36081,Plymouth: Mount Batten and Mount Edgcumbe from Cattedown,0,0
36041,"The Ivy Bridge, on the River Erme at Ivybridge; Dunster and the Somerset Coast",0,0
36017,Berry Pomeroy Castle,0,0
36028,"A Sailing Boat off St Mawes Castle, with Carrick Roads Beyond",0,0
36068,Glastonbury: The Tor from Wearyall Hill,0,0
36058,A West Country River or Estuary between Hills with Distant Buildings,0,0
36007,St Mawes Harbour,0,0
35995,"A River among Hills, Possibly the Truro River or the Fal",0,0
36030,Falmouth and Pendennis Castle from St Mawes Castle,0,0
36050,?Barnstaple,0,0
35993,?Rame Head from near Freathy; Grampound,0,0
58994,Mountains,0,0
58941,"Mountains with Castle, Etc.",0,0
58939,"Mountains with Castle, Etc.",0,0
59013,Campanile and St Mark's,0,0
59003,Mountains,0,0
58955,Mountains,0,0
59016,Piazzetta,0,0
58968,"Mountains, Castles, Etc.",0,0
58940,"Mountains with Castle, Etc.",0,0
58952,Mountains,0,0
58970,"Mountains, Castles, Etc.",0,0
58992,Mountains,0,0
58926,"Mountains, with Ruined Castle",-2,-0.5
58951,Mountains,0,0
58944,"Mountains, with Lake",0,0
58988,Mountains. Levico and up to Trento [Turner],0,0
58948,Mountains,0,0
58975,Two Street Scenes,0,0
58997,Mountains. ?Casp... [Turner],0,0
59002,Mountains,0,0
58950,"Town in Valley, Surrounded by Mountains",0,0
58956,"Mountains, Church, Etc.",0,0
58962,Mountains,0,0
58949,Mountains,0,0
58930,Mountains. ?Cherntz [Turner],0,0
58965,Street Scene; Also Mountains,0,0
58995,Mountains,0,0
58963,Mountains,0,0
58981,Mountains. Salurno [Turner] (?Salurn),0,0
58982,"Mountains. Malgre. Pont Caldino [Turner] (?L. di Caldonazzo, near Levico)",0,0
58943,"Tower, Church, and Other Buildings",0,0
59011,Scene in Venice,0,0
58958,Church and Houses,0,0
59014,?St Mark's from the Library,0,0
59001,Mountains,0,0
59004,Mountains,0,0
58933,Mountains,0,0
58999,Mountains,0,0
58947,Street Scene,0,0
58996,Mountains,0,0
58954,Mountains and Castles,0,0
58980,Mountains,0,0
59015,Entrance to Grand Canal,3,0.75
58991,"Mountains, Bridge, Etc.",0,0
58953,"Castle, Etc., on Rock",0,0
58959,Market Place,0,0
58960,Town,0,0
58942,"Mountains with Castle, Etc.; Also Figures",0,0
58978,Mountains and River E (Etsch) - Lageto [Turner],0,0
58987,Mountains,0,0
59017,Ducal Palace,0,0
58990,Town and Mountains,0,0
58971,"Mountains, Castles, Etc. Levico [Turner], Etc.",0,0
58986,Mountains,0,0
58928,Castle on Rock,0,0
58927,"Mountains, with Ruined Castle",-2,-0.5
58929,Mountains,0,0
59005,City Wall and Towers,0,0
58964,Numerous Sketches of Tyrolean Peasants,0,0
59008,Buildings,0,0
58961,Mountains,0,0
58937,"Mountains with Castle, Etc.",0,0
58993,Mountains,0,0
58979,"Mountains, Castles and R. Etsch [Turner]",0,0
58969,"Mountains, Castles, Etc.",0,0
58934,Castle on Rock,0,0
59019,Ponte di Rialto,0,0
59006,Mountains,0,0
58976,Mountains. Tramin - Neumarkt [Turner],0,0
58998,"Mountains. Botzen [Turner], Etc.",0,0
58977,Mountains. River Et. [Turner] (Etsch),0,0
58984,Mountains. ?S. Michele [Turner],0,0
58973,"Mountains, Castles, Etc.",0,0
58967,"Mountains, Castles, Etc.",0,0
58974,"Mountains, Castles, Etc.",0,0
58938,"Mountains with Castle, Etc.",0,0
58983,Mountains,0,0
59000,Mountains,0,0
58931,Mountains,0,0
58935,"Mountains with Castle, Etc.",0,0
58924,Mountains,0,0
58966,Trento Cathedral,0,0
58972,"Mountains, Castles, Etc.",0,0
58932,Mountains,0,0
58989,Mountains. Vadina and Botzen [Turner],0,0
59007,Treviso [Turner],0,0
58946,Augsburg: View along Maximilianstrasse towards the Perlachturm and Town Hall,0,0
58945,"Street Scene, with Fountain. (?Innsbruch)",0,0
58985,Mountains. Lananti [Turner],0,0
58925,Mountains,0,0
58936,"Mountains with Castle, Etc.",0,0
59012,"Canal, with Campanile and St Mark's in Distance. ?Ponte della Dutro, La Pieta [Turner]",0,0
59018,A Palace and Other Buildings,0,0
58624,Hals from across the Ilz with St George's Church on the Left,0,0
58571,(1) Regensburg: The East Gate; (2) Outline of Hills (?near Lichtenfels or Staffelstein); (3) Nuremberg: The Town Walls,0,0
58588,Regensburg: The Thurn and Taxis Palace with the Obermünster in the Distance,0,0
58581,Donaustauf and View up the Danube,0,0
58586,"Regensburg: View up the Danube, with Buildings near the Schiegenturm",0,0
58546,Regensburg: The Neupfarrkirche from the South-West Corner of the Neupfarrplatz,0,0
58618,Passau: The Confluence from above the Ilzstadt,0,0
58611,"Passau: The Oberhaus and Ilzstadt from the Mariahilfsberg, with Details of Mariahilf in the Sky above",0,0
58597,(1) Nuremberg: Bridge over the Pegnitz with St Lorenz in the Background; (2) Nuremberg: Bridge over the Pegnitz; (3) Bamberg: Distant View; (4) Figures,0,0
58544,Venice,0,0
58606,Five Sketches of a Castle,0,0
58582,"View Southwards to Donaustauf and the Walhalla, with a Foreground Figure Kneeling at a Shrine",0,0
58619,Passau: The Oberhaus and Ilzstadt,0,0
58594,(1) Distant View of Donaustauf and the Walhalla from the Danube; (2) Regensburg from the Danube (in Two Instalments),0,0
58570,Nuremberg: The Spittlertor and Town Walls,0,0
58535,Venice,0,0
58538,Venice,0,0
58625,(1) Veste Coburg and Schloss Ernsthöhe; (2) Burg Hals from the Ilz; (3) Veste Coburg and Coburg (Continued in Sky above),0,0
58598,"Regensburg: View across the Danube to the Cathedral, with the Bridge on the Right",0,0
58573,"Three Distant Views of Regensburg, Two from close to a Wayside Cross",0,0
58620,Passau: The Confluence of the Ilzstadt,0,0
58576,View down the Danube from close to the Walhalla,0,0
58589,(1) Donaustauf and the Walhalla from the Danube (in Two Instalments); (2) Veste Coburg and Coburg,0,0
58541,Venice,0,0
58612,Passau: Sketches from the Ilz Valley,0,0
58584,Regensburg and the Cathedral and Bridge Tower,0,0
58542,Venice,0,0
58565,"(1) Nuremberg: View from the Market Place to St Sebaldus and the Burg, the Town Hall and Schöner Brunnen; (2) Castle and Hills: Giech and Gügel near Schesslitz",0,0
58550,(1) (2) The Itz at Rosenau; (2) Coburg and Veste Coburg from the South (with Separate Details of Veste Coburg),0,0
58623,Passau: View down the Ilz to the Oberhaus,0,0
58595,The Walhalla from the Danube (in Two Instalments),0,0
58547,"Bamberg: The Altenburg with the City below, with Details",0,0
58559,"Veste Coburg and the Itz Valley, with a Bridge in the Foreground; Two Sketches of Coburg and Veste Coburg from Schloss Ernsthöhe, One with Detail and Continuation in Sky",0,0
58563,(1) Bamberg: The Altenburg and View down to the City; (2) Distant View of Bamberg,0,0
58600,Regensburg: The Façade of the Cathedral,0,0
58592,Regensburg from across the Danube (in Two Instalments),0,0
58593,"(1) Distant View of Donaustauf and the Walhalla from the Danube, with a Boat in the Foreground; (2) (3) Veste Coburg",0,0
58609,"(1) Würzburg: The Market Place from the Artist's Hotel, the Wittelsbacher Hof; (2) Dettelbach am Main",0,0
58543,"Coburg: The Schlossplatz with Schloss Ehrenburg, St Moriz, the Zeughaus and the Hoftheater",0,0
58580,"(1) The Walhalla from Wörtherstrasse, Showing a House in That Street and the Wirtshaus zur Walhalla; (2) View down the Danube (a Near Continuation of (1))",0,0
58591,"Two Distant Views of Donaustauf, St Salvator and the Walhalla from the Danube",0,0
58552,"(1) Veste Coburg and Schloss Ernsthöhe from the North-West, with Veste Coburg in Sky Above and Figures; (2) Veste Coburg from the North-West; (3) Coburg: St Moriz's Church and Schloss Ehrenburg; (4) Veste Coburg and Schloss Ernsthöhe, with Details",0,0
58590,Regensburg: The Neupfarrkirche and Neupfarrplatz from the Artist's Room at the Drei Helmen Hotel,0,0
58577,"View up the Danube to Donaustauf and Regensburg, from close to St Salvator",0,0
58536,Venice,0,0
58568,"(1) Nuremberg: The Weisser Turm and St Elisabeth; (2) Nuremberg: St Jakob, the Spittlertor and St Elisabeth; (3) Nuremberg: The Archway of the Spittlertor",0,0
58555,"(1) Schloss Rosenau from the Itz Valley; (2) Coburg: The Weisser Schwan and Spitaltor, with Detail",0,0
58540,Venice,0,0
58575,"St Salvator's Church and the Walhalla, with Detail of the Hillside and the Infrastructure of the Walhalla in the Sky",0,0
58605,Passau,0,0
58587,Regensburg: View down the Danube to the Bridge from close to the Schiegenturm,0,0
58569,(1) Nuremberg: The Spittlertor and Town Walls; (2) Nuremberg: St Lorenz from Karolinenstrasse,0,0
58607,(1)-(3) A Castle; (4) Vilshofen on the Danube,0,0
58557,Coburg: Schloss Ernsthöhe with the Heiligkreuzkirche and Figures in the Foreground,0,0
58599,Bamberg: The Town Hall and Spires of the Cathedral from the Pegnitz close to the Old Crane,0,0
58561,(1) Bamberg: The Obere Pfarrkirche and Kaulberg from the East; (2) Bamberg: The Town Hall Island from the South-West; (3) Bamberg: View down to the Cathedral; (4) Landscape,0,0
58562,(1) Part of Veste Coburg; (2) Coburg; (3) Bamberg,0,0
58572,"Sketches from the Carriage, One Showing Regensburg",0,0
58627,Veste Coburg and Coburg from Schloss Ernsthöhe; [inscriptions by Turner],0,0
58629,"Three Sketches of Veste Coburg from the East, One with Detail",0,0
58614,Passau: The Oberhaus from near the Mouth of the Ilz,0,0
58601,Regensburg: The Façade of the Cathedral,0,0
58602,"(1)-(4) Hills and Castles, Probably from a Carriage; (5) Bamberg: The Altenburg",0,0
58548,Three Views of Coburg and Veste Coburg from the South-West,0,0
58613,Passau: The Oberhaus with View up the Ilz,0,0
58560,"Bamberg: Five Sketches Showing the Geyserswörth, Town Hall, Obere Pfarrkirche and Cathedral Towers form Different Viewpoints",0,0
58631,(1) (2) Coburg: Schloss Callenberg; (3) Veste Coburg and Schloss Ernsthöhe from the West; (4) (5) Distant Views of Veste Coburg,0,0
58549,"Coburg: Schloss Ehrenburg from the Schlossplatz (plus Details and Separate Continuations), with St Moriz's Church on the Right",0,0
58556,(1) Veste Coburg from Schloss Ernsthöhe (and Detail of Veste Coburg); (2) Veste Coburg; (3) Coburg and Veste Coburg from Schloss Ernsthöhe with Heiligkreuzkirche and Continuation in Sky,0,0
58604,Passau: The Cathedral from the Domplatz,0,0
58564,Bamberg: The Cathedral and Alte Hofhaltung from the North,0,0
58539,Venice,0,0
58551,Coburg: Schloss Rosenau from the Itz Valley,0,0
58585,Distant View of Regensburg from the Terrace in front of the Dreifaltigkeitskirche,0,0
58578,St Salvator and View down the Danube to the Walhalla (in Two Instalments),0,0
58574,"Donaustauf and its Castle, with the Bridge over the Danube",0,0
58579,Donaustauf and View up the Danube from the Hillside above St Salvator,0,0
58622,Passau: View down the Ilz to the Oberhaus,0,0
58616,Passau: View from the Back of the Ilzstadt,0,0
58617,Passau: The Confluence of the Three Rivers from the Ilzstadt,0,0
58554,"Coburg: Sketches of the Town and its Setting, with Veste Coburg in the Distance",0,0
58545,Venice,0,0
58608,Sketches Made while Travelling,0,0
58615,Passau: The Niederhaus,0,0
58566,"Nuremberg: Street Scene with Fountain, Looking towards the Weisser Turm from Josefs Platz",0,0
58632,"View Southwards from Burg Hals with Some of its Ruins, St George's Church and the Oberhaus at Passau in the Distance; Coburg: Schloss Rosenau and its Garden Terrace with Details of Fountain and Façades of the House",-2,-0.05405405405405406
58621,Venice,0,0
58630,(1) (2) Hals and Burg Hals from the South across the Ilz; (3) The Entrance Gate to Burg Hals as Seen from the Market Place,0,0
58583,View Southwards to Donaustauf and the Walhalla,0,0
58628,Hals and Burg Hals from the North across the Ilz with St George's Church,0,0
58567,"(1) Nuremberg: St Elizabeth, the Weisser Turm and St Jakob, with Details; (2) Nuremberg: The Weisser Turm and Spitteltor; (3) Nuremberg: The Heiliggeistspital",0,0
58553,"(1) Veste Coburg from Schloss Ernsthöhe, with Details of Schloss Ernsthöhe; (2) Coburg: Schloss Ernsthöhe, with Details; (3) Veste Coburg and Coburg: View from Schloss Ernsthöhe",0,0
58603,"Bamberg: The Cathedral, Obere Pfarrkirche, St Stephan and Carmelite Church",0,0
58596,"(1) Regensburg: View across the Danube to the City, with the Bridge on the Left; (2) The Main, with Hills and Towers, near Ebing",0,0
58626,Hals and Burg Hals from the Hillside to the North,0,0
58537,Venice,0,0
58558,"(1) Coburg: Schloss Ernsthöhe from the Valley, with Detail; (2) Veste Coburg and the Heiligkreuzkirche (from the Same Viewpoint as (1)); (3) Veste Coburg and the Itz Valley, with a Bridge in the Foreground",0,0
58610,Passau: View from the Mariahilfsberg,0,0
54402,Sketches of Shorelines around the Moray Firth and perhaps elsewhere,0,0
54337,Sketches of Urquhart Castle,0,0
54371,Falls of Foyers and Loch Ness,0,0
54339,The Shore of Loch Ness,0,0
54373,The Falls of Foyers and Loch Ness from Mr Fraser's Bridge,0,0
54357,"Inverfarigaig Pass, or the Falls of Foyers",0,0
54395,"Across the River Ness from Castle Hill, Inverness; and Beauly Firth from Clachnaharry",0,0
54355,Foyers Upper Falls,0,0
54352,Looking Across Loch Ness Towards Urquhart Castle from Foyers Bay,0,0
54367,The River Foyers near the Falls,0,0
54403,"Ruined Tower, Perhaps Castle Craig, Cromary Firth or Coxton Tower Near Elgin",-2,-0.16666666666666666
54342,"Foyers, Lower Falls",0,0
54387,Inverness: Tollbooth and Old High Kirk,0,0
54416,Fort George from Ardersier,0,0
54374,The Falls of Foyers and Loch Ness from Mr Fraser's Bridge,0,0
54394,Boat at a Jetty,0,0
54417,"Black Rock Gorge, Near Evanton",0,0
54361,Falls of Foyers,0,0
54428,"Fort George from above Rosemarkie, the Black Isle",0,0
54388,Inverness: Looking South Down the River Ness,0,0
54369,Mr Fraser of Foyers's Bridge over the Upper Fall of Foyers,0,0
54354,Foyers Upper Falls,0,0
54391,Sketches of Shorelines: ?The Beauly Firth,0,0
54348,Loch Ness from the top of the Falls of Foyers,2,0.2
54359,"Inverfarigaig Pass, or the Falls of Foyers",0,0
54343,Foyers Lower Fall from the East,0,0
54385,"Inverness from Castle Hill, Looking South",0,0
54382,Inverness,0,0
54356,The Upper Fall of Foyers from the Bridge,0,0
54338,Urquhart Castle,0,0
54345,Foyers Lower Fall,0,0
54340,Falls of Foyers,0,0
54396,Inverness and Beauly Firth from North Kessock,0,0
54397,?Fort George From Ardersier Bay,0,0
54398,Sketches Made on the Black Isle,0,0
54383,Inverness: the Tollbooth and Old Ness Bridge,0,0
54401,"Fort George from Fort Rose, Moray Firth",0,0
54426,The Moray Firth and Fort George from the Black Isle,0,0
54415,Elgin Cathedral from the South-West,0,0
54372,Loch Ness from the Falls of Foyers,0,0
54378,"Sketches of the Caledonian Canal at Muirton, Inverness",0,0
54392,Inverness from Across the River Ness,0,0
54390,"Inverness, Looking South Down the River Ness",0,0
54335,Ruin on a Headland of Loch Ness; and a View South Down Loch Ness,-2,-0.14285714285714285
54389,The Moray Firth with Fort George from the West; and Two Other Sketches,0,0
54358,"Inverfarigaig Pass, or the Falls of Foyers",0,0
54370,The Falls of Foyers,0,0
54393,The Steeple of Inverness Tollbooth,0,0
54384,"Inverness from Castle Hill, Looking North",0,0
54399,"Kinkell Castle and Strathconon, the Black Isle",0,0
54344,Foyers Lower Fall,0,0
54346,Foyers Lower Fall,0,0
54422,"Fort George and Rosemarkie from Rosemarkie Peninsula, the Black Isle",0,0
54336,Sketches in Inverness; and Urquhart Castle,0,0
54386,Culloden,0,0
54360,A Sailing Boat on Loch Ness,0,0
54427,Fort George from Rosemarkie Bay,0,0
54347,Foyers Lower Falls from the East; and a Sketch of Loch Ness,0,0
54349,Boleskine Burial Ground on the Eastern Shore of Loch Ness,0,0
54423,Rosemarkie Peninsular With Fort George in the Distance,0,0
54421,Stake-Net Fishing at ?Cromarty,0,0
54368,Mr Fraser of Foyers's Bridge over the Upper Fall of Foyers,0,0
54341,Loch Ness from Foyers Bay,0,0
38491,"Inside Yordas Cave, Kingsdale",0,0
38548,Conishead Priory and Cartmel Sands,0,0
38539,Heysham Head with Shrimpers in the Foreground,0,0
38516,"From Crook of Lune Bridge, Looking Downstream with Girl Driving Cows to Milk",0,0
38542,Lancaster from above the Aqueduct,0,0
38524,Lancaster from the South: Panorama in Two Parts,0,0
38568,"Morecambe Bay from near Grange, and Milnthorpe, Continued Above",0,0
38485,"Entrance of Yordas Cave, Kingsdale",0,0
38519,"Crook of Lune, Looking North, Bridge in the Foreground",0,0
38536,"Heysham Head and Village, in Two Parts; Detail of a Porch Above",0,0
38532,"Lancaster from the West, with Aqueduct in the Distance",0,0
38529,"Lancaster from the North, with a Detail of Williamson Park House",0,0
38572,"High Cup Nick, near Appleby",0,0
38570,Witherslack Church with Castle Head in the Distance; Detail of Castle Head Above,0,0
38512,?Lune Valley near Hornby Castle,0,0
38508,Hornby Castle from the North-East,0,0
38527,Lancaster Bridge and Castle from the North-East,0,0
38546,Lake District Mountains from Cartmel Sands,0,0
38521,"From the Crook of Lune, Looking North, Bridge in the Foreground",0,0
38540,"Detail of the Aqueduct, Lancaster",0,0
38559,"River Running between Hills, with Town in Distance: ?Appleby",0,0
38523,Lancaster from the South: Panorama in Two Parts,0,0
38533,Heysham from the North,0,0
38482,"Near Yordas Cave, Kingsdale",0,0
38489,"Inside Yordas Cave, Kingsdale",0,0
38503,"Kirkby Lonsdale Bridge, Continued to the Left Above",0,0
38565,Orton and the Lune Valley from Orton Scar,0,0
38498,"Hurtlepot, near Chapel-Le-Dale",0,0
38569,Village and Church in Morecambe Bay Area,0,0
38554,Panorama of the ?Lake District Mountains,0,0
38549,Panorama in Three Parts: ?Conishead Priory and Furness Hills,0,0
38556,"Appleby: The Castle, Town and Church",0,0
38547,Cartmel Sands from near Ulverston,0,0
38500,"From Kirkby Lonsdale Churchyard, with Ingleborough",0,0
38528,Lancaster from the North,0,0
38545,"Wraysholme Tower, near Flookburgh",0,0
38571,"High Cup Nick: Helvellyn in the Distance, a ?Fall and Arch in the Foreground",0,0
38506,"Ingleborough from Hornby Terraces, in Three Parts, with a Detail of Ingleborough from Hornby",0,0
38504,"Thurland Castle, Tunstall, from the South, with a View of the Lune Valley and a Detail of the House to the Left of the Bridge",0,0
38494,"Inside Yordas Cave, Kingsdale",0,0
38492,"Inside Yordas Cave, Kingsdale",0,0
38551,Kent Head,0,0
38531,Lancaster from the West: Detail of Church and Castle,0,0
38490,"Inside Yordas Cave, Kingsdale",0,0
38499,"Ingleton, with Ingleborough Beyond, and Details of the Church and Ingleborough Hall",0,0
38520,"From the Crook of Lune, Looking North-East, Hornby Castle and Ingleborough in the Distance",0,0
38550,Kentmere,0,0
38562,Mountains and Clouds,0,0
38543,"?View from Grange Fells, with Meathop to Right",0,0
38566,Levens Hall and Bridge,0,0
38496,"Inside Yordas Cave, Kingsdale",0,0
38563,Whitbarrow Scar,0,0
